name,type,tag,lat,lng,isMainOffice,isMdi,bilingual_Services,credit_Builder,financial_Counseling,first_Time_Homebuyer_Program,inSchoolBranch,low_cost_wire_transfers,no_Cost_Tax_Preparation,no_Cost_Share_Drafts,payday_alternative_loans,quality,type_label,tag_label,GEOID20,grantee
Professional Nails,barber_beauty,beauty,39.4203366,-77.4508212,,,,,,,,,,,,,Barber Beauty,Beauty,24021750508,True
Beauty Max,barber_beauty,beauty,39.4194921,-77.4489242,,,,,,,,,,,,,Barber Beauty,Beauty,24021750504,True
Hair Design,barber_beauty,hairdresser,38.9909173,-76.9878929,,,,,,,,,,,,,Barber Beauty,Hairdresser,24033805601,True
Pott's Barber Shop,barber_beauty,hairdresser,39.3104269,-76.6394412,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510130300,True
Elite Beauty Boutique,barber_beauty,beauty,39.3128175,-76.6454445,,,,,,,,,,,,,Barber Beauty,Beauty,24510130300,True
Paramount Barber Shop,barber_beauty,hairdresser,39.312626,-76.645822,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510150400,True
Phaze Two,barber_beauty,hairdresser,39.3103505,-76.6410134,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510130300,True
Secret Society Beauty & Barber,barber_beauty,hairdresser,39.3102463,-76.6437365,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510150400,True
Eastern Shore Hospital Center,medical,hospital,38.5409617,-76.0646796,,,,,,,,,,,,,Medical,Hospital,24019970600,True
Reynolds Dentistry,medical,dentist,39.4196045,-76.2968324,,,,,,,,,,,,,Medical,Dentist,24025301601,True
Mallard Bay Health Care Center at Cambridge,medical,doctors,38.574375,-76.090447,,,,,,,,,,,,,Medical,Doctors,24019970500,True
VA Clinic,medical,clinic,39.3365312,-76.5949394,,,,,,,,,,,,,Medical,Clinic,24510090200,True
Harwood Health Center,medical,clinic,39.3186152,-76.6096322,,,,,,,,,,,,,Medical,Clinic,24510120300,True
My Life Behavioral Health Systems LLC,medical,doctors,39.3107835,-76.6156431,,,,,,,,,,,,,Medical,Doctors,24510120500,True
Joppa Health Services,medical,doctors,39.4289708,-76.3530935,,,,,,,,,,,,,Medical,Doctors,24025301301,True
DaVita Dialysis,medical,clinic,39.4398167,-76.3445472,,,,,,,,,,,,,Medical,Clinic,24025301301,True
St. Paul & Biddle Medical Associates / Pacific Rehab of Maryland,medical,rehabilitation,39.4352636,-76.3117789,,,,,,,,,,,,,Medical,Rehabilitation,24025301302,True
Empowering Minds Resource Center,medical,clinic,39.4340627,-76.3172566,,,,,,,,,,,,,Medical,Clinic,24025301302,True
Harford County Ambulatory Surgery Center,medical,doctor,39.435892,-76.3134464,,,,,,,,,,,,,Medical,Doctor,24025301301,True
Nova Pain Center,medical,clinic,39.4358692,-76.31361,,,,,,,,,,,,,Medical,Clinic,24025301301,True
"Faisal Sayeed, MD",medical,doctors,39.4361841,-76.3136918,,,,,,,,,,,,,Medical,Doctors,24025301301,True
Adullum Community Healthcare Center,medical,clinic,39.3288181,-76.6065076,,,,,,,,,,,,,Medical,Clinic,24510090300,True
"Magdalena P. Vallar DMS MPH, Rodrigo P. Valler DDS",medical,dentist,39.3182076,-76.6152776,,,,,,,,,,,,,Medical,Dentist,24510120300,True
Endoscopy Center of Essex,medical,clinic,39.3122803,-76.4647604,,,,,,,,,,,,,Medical,Clinic,24005450501,True
Pediatrics & Adolescent Care,medical,clinic,39.3118769,-76.4664624,,,,,,,,,,,,,Medical,Clinic,24005450501,True
"Robert Wilson, D.D.S.",medical,dentist,39.1382527,-77.1953669,,,,,,,,,,,,,Medical,Dentist,24031700731,True
Chesapeake Contemporary Dentistry,medical,dentist,39.435087,-76.3279553,,,,,,,,,,,,,Medical,Dentist,24025301301,True
Lifebridge Health Medical Group,medical,doctors,39.432411,-76.3257806,,,,,,,,,,,,,Medical,Doctors,24025301302,True
str8rsmiles,medical,dentist,39.4326742,-76.3240599,,,,,,,,,,,,,Medical,Dentist,24025301302,True
Infinite Medical Express,medical,clinic,39.4326865,-76.3239792,,,,,,,,,,,,,Medical,Clinic,24025301302,True
Drayer Physical Therapy Institute,medical,physiotherapist,39.4323108,-76.3263053,,,,,,,,,,,,,Medical,Physiotherapist,24025301302,True
Frederick Foot Care,medical,podiatrist,39.4248305,-77.4706812,,,,,,,,,,,,,Medical,Podiatrist,24021750507,True
Aspen Dental,medical,dentist,39.6278187,-77.766906,,,,,,,,,,,,,Medical,Dentist,24043000900,True
Agape Physical Therapy,medical,physiotherapist,39.4391685,-76.3449891,,,,,,,,,,,,,Medical,Physiotherapist,24025301301,True
COVID-19 Testing Site,medical,laboratory,39.3187491,-76.654849,,,,,,,,,,,,,Medical,Laboratory,24510150500,True
Project Chesapeake,medical,psychotherapist,39.4350109,-76.3277183,,,,,,,,,,,,,Medical,Psychotherapist,24025301301,True
The Johns Hopkins Outpatient Center,medical,clinic,39.2970031,-76.5956876,,,,,,,,,,,,,Medical,Clinic,24510280500,True
Global Healthcare Systems,medical,clinic,39.4450144,-76.3086079,,,,,,,,,,,,,Medical,Clinic,24025301301,True
ATI Physical Therapy,medical,physiotherapist,39.0156487,-76.9280806,,,,,,,,,,,,,Medical,Physiotherapist,24033807301,True
Restoration Family Chiropractice,medical,clinic,39.4156366,-77.4455605,,,,,,,,,,,,,Medical,Clinic,24021750505,True
FCI Dental Care,medical,dentist,39.4270411,-76.3642627,,,,,,,,,,,,,Medical,Dentist,24025301401,True
Stotler Chiropractic,medical,alternative,39.4270092,-76.3641154,,,,,,,,,,,,,Medical,Alternative,24025301401,True
Balbir S. Chauhan,medical,doctors,39.4270317,-76.3640473,,,,,,,,,,,,,Medical,Doctors,24025301401,True
GreenLeaf Medical Cannabis Evaluation & Resource Center,medical,clinic,39.3134168,-76.6149508,,,,,,,,,,,,,Medical,Clinic,24510120400,True
Park West Health System,medical,clinic,39.3480927,-76.6767704,,,,,,,,,,,,,Medical,Clinic,24510271802,True
Park West Health System COVID-19 Testing Site,medical,sample_collection,39.3480212,-76.676679,,,,,,,,,,,,,Medical,Sample Collection,24510271802,True
Mondawmin Mall COVID-19 Vaccination Site,medical,vaccination_centre,39.3169861,-76.6541461,,,,,,,,,,,,,Medical,Vaccination Centre,24510150500,True
Fresenius Medical Care Baltimore Dialysis,medical,clinic,39.3225836,-76.608112,,,,,,,,,,,,,Medical,Clinic,24510090400,True
St. Paul & Biddle Pacific Rehab - South Baltimore / Cherry Hill,medical,rehabilitation,39.2539289,-76.617586,,,,,,,,,,,,,Medical,Rehabilitation,24510250203,True
ExpressCare at Sinai Hospital,medical,clinic,39.3511376,-76.6599679,,,,,,,,,,,,,Medical,Clinic,24510271700,True
Dental Dreams,medical,dentist,39.356757,-76.7052521,,,,,,,,,,,,,Medical,Dentist,24510280101,True
Penn North Recovery,medical,social_facility,39.3094686,-76.6420593,,,,,,,,,,,,,Medical,Social Facility,24510150100,True
Eastern Sexual Health Clinic,medical,clinic,39.2925438,-76.6008135,,,,,,,,,,,,,Medical,Clinic,24510280500,True
Maryland Healthcare Clinic,medical,clinic,39.4340526,-76.3173291,,,,,,,,,,,,,Medical,Clinic,24025301302,True
Total Healthcare,medical,clinic,39.3174438,-76.6540206,,,,,,,,,,,,,Medical,Clinic,24510150500,True
Caring Hands,medical,clinic,39.3205297,-76.6093336,,,,,,,,,,,,,Medical,Clinic,24510090400,True
Truecare BHS,medical,clinic,39.3182367,-76.6118698,,,,,,,,,,,,,Medical,Clinic,24510120300,True
MedStar Health Physical Therapy,medical,physiotherapist,39.3287829,-76.5998204,,,,,,,,,,,,,Medical,Physiotherapist,24510090300,True
DaVita Harbor Park Dialysis,medical,clinic,39.2511693,-76.6171685,,,,,,,,,,,,,Medical,Clinic,24510250203,True
Annapolis Family Dentistry,medical,dentist,38.9495315,-76.4900284,,,,,,,,,,,,,Medical,Dentist,24003706303,True
One Physical Therapy,medical,physiotherapist,38.9494142,-76.4900224,,,,,,,,,,,,,Medical,Physiotherapist,24003706303,True
Evolve Direct Primary Care & Urgent Care,medical,clinic,38.9679514,-76.5200887,,,,,,,,,,,,,Medical,Clinic,24003702500,True
About Smiles Dentistry,medical,dentist,38.9682225,-76.5204226,,,,,,,,,,,,,Medical,Dentist,24003702500,True
Plastic Surgery Services: Dr. Henry F. Garazo,medical,clinic,39.6335784,-77.695622,,,,,,,,,,,,,Medical,Clinic,24043000601,True
Redesigning Minds,medical,social_facility,39.3217474,-76.6087531,,,,,,,,,,,,,Medical,Social Facility,24510090400,True
Transformations Center for Weight Loss,medical,clinic,39.4358972,-76.3072695,,,,,,,,,,,,,Medical,Clinic,24025301302,True
Harmony Health Services,medical,clinic,39.4359158,-76.3071735,,,,,,,,,,,,,Medical,Clinic,24025301302,True
Avawell Mental Health,medical,doctors,39.4350299,-76.3280893,,,,,,,,,,,,,Medical,Doctors,24025301301,True
Unnamed rehabilitation,medical,rehabilitation,39.3545406,-76.7037976,,,,,,,,,,,,,Medical,Rehabilitation,24510280101,True
Unnamed dentist,medical,dentist,39.3539692,-76.7043751,,,,,,,,,,,,,Medical,Dentist,24510280101,True
For Eyes,medical,optometrist,39.1535991,-77.1987019,,,,,,,,,,,,,Medical,Optometrist,24031700713,True
Affordable Dentures & Implants,medical,dentist,39.1541063,-77.1993906,,,,,,,,,,,,,Medical,Dentist,24031700713,True
America's Best Contacts & Eyeglasses,medical,optometrist,39.1541845,-77.199265,,,,,,,,,,,,,Medical,Optometrist,24031700713,True
ATI Physical Therapy,medical,physiotherapist,39.1542394,-77.1991782,,,,,,,,,,,,,Medical,Physiotherapist,24031700713,True
Unnamed dentist,medical,dentist,39.1555975,-77.1990279,,,,,,,,,,,,,Medical,Dentist,24031700713,True
Centro Dental Las Americas,medical,dentist,38.9833582,-76.9802085,,,,,,,,,,,,,Medical,Dentist,24033805500,True
Park West,medical,clinic,39.3367506,-76.663919,,,,,,,,,,,,,Medical,Clinic,24510151300,True
Acosta & Associates Dental Practice,medical,dentist,39.2877357,-76.593874,,,,,,,,,,,,,Medical,Dentist,24510030100,True
"Dr. Richard E. Fisher, MD",medical,doctors,39.2231879,-76.5884294,,,,,,,,,,,,,Medical,Doctors,24510250500,True
Hudyma Eugene DPM,medical,doctors,39.2231524,-76.5884294,,,,,,,,,,,,,Medical,Doctors,24510250500,True
Park Health Dentistry,medical,dentist,39.3480637,-76.6767266,,,,,,,,,,,,,Medical,Dentist,24510271802,True
Jai Medical Center,medical,clinic,39.3384258,-76.6659302,,,,,,,,,,,,,Medical,Clinic,24510151300,True
Unnamed clinic,medical,clinic,39.2210959,-76.6142919,,,,,,,,,,,,,Medical,Clinic,24003750204,True
FutureCare - Sandtown,medical,rehabilitation,39.3002701,-76.6434938,,,,,,,,,,,,,Medical,Rehabilitation,24510160300,True
Unnamed dentist,medical,dentist,38.9631213,-76.5115143,,,,,,,,,,,,,Medical,Dentist,24003706403,True
Baltimore Medical System at Middlesex,medical,doctors,39.3152186,-76.4599107,,,,,,,,,,,,,Medical,Doctors,24005450501,True
Unnamed doctors,medical,doctors,39.3121893,-76.4648158,,,,,,,,,,,,,Medical,Doctors,24005450501,True
Jai Medical Center,medical,clinic,39.2978817,-76.6003827,,,,,,,,,,,,,Medical,Clinic,24510280500,True
Total Health Care Johnson Medical Center,medical,clinic,39.3179677,-76.6030737,,,,,,,,,,,,,Medical,Clinic,24510090800,True
Concerted Care Group,medical,clinic,39.3184146,-76.6101941,,,,,,,,,,,,,Medical,Clinic,24510120300,True
Empowering Minds Resource Center,medical,clinic,39.3176771,-76.6149982,,,,,,,,,,,,,Medical,Clinic,24510120300,True
Druid Family Health Center - H. Maceo Williams Building,medical,clinic,39.3097874,-76.6413642,,,,,,,,,,,,,Medical,Clinic,24510140300,True
Adventist HealthCare Takoma Park,medical,hospital,38.9851867,-77.0014717,,,,,,,,,,,,,Medical,Hospital,24031701702,True
Levindale Hebrew Geriatric Center and Hospital,medical,hospital,39.3541909,-76.6650519,,,,,,,,,,,,,Medical,Hospital,24510271700,True
Sigafoose Chropractic Center,medical,alternative,39.4355038,-76.3109243,,,,,,,,,,,,,Medical,Alternative,24025301302,True
Riverside Treatment Services,medical,clinic,39.4362459,-76.3055222,,,,,,,,,,,,,Medical,Clinic,24025301302,True
Partners In Pediatrics and Family Health,medical,doctors,39.6339758,-77.7264761,,,,,,,,,,,,,Medical,Doctors,24043000800,True
Alternative Drug and Alcohol Counseling,medical,rehabilitation,39.6367446,-77.7289351,,,,,,,,,,,,,Medical,Rehabilitation,24043000800,True
LabCorp,medical,laboratory,39.6486751,-78.760481,,,,,,,,,,,,,Medical,Laboratory,24001000800,True
Loch Raven VA Medical Center,medical,hospital,39.3357501,-76.5965207,,,,,,,,,,,,,Medical,Hospital,24510090200,True
Sinai Hospital of Baltimore,medical,hospital,39.3529964,-76.6610822,,,,,,,,,,,,,Medical,Hospital,24510271700,True
Baltimore City Health Department Eastern Health District Clinic,medical,clinic,39.292501,-76.6009043,,,,,,,,,,,,,Medical,Clinic,24510280500,True
MedStar Harbor Hospital,medical,hospital,39.2517979,-76.6146192,,,,,,,,,,,,,Medical,Hospital,24510250203,True
The Harbor Bank of Maryland,financial,bank,39.3475390176044,-76.6739059689799,,,,,,,,,,,,,Financial,Bank,24510271802,True
Harford Bank,financial,bank,39.4079509980082,-76.3496559841324,,,,,,,,,,,,,Financial,Bank,24025301401,True
Middletown Valley Bank,financial,bank,39.6369039824404,-77.6956599660663,,,,,,,,,,,,,Financial,Bank,24043000601,True
Orrstown Bank,financial,bank,39.6380199909387,-77.6964480326029,,,,,,,,,,,,,Financial,Bank,24043000601,True
Burke & Herbert Bank & Trust Company,financial,bank,38.697015991759,-75.7865080124636,,,,,,,,,,,,,Financial,Bank,24011955600,True
Sandy Spring Bank,financial,bank,39.4183720086787,-77.44083996743,,,,,,,,,,,,,Financial,Bank,24021750504,True
First United Bank & Trust,financial,bank,39.6313010154438,-77.7622489900152,,,,,,,,,,,,,Financial,Bank,24043000900,True
First United Bank & Trust,financial,bank,39.4178610059516,-77.4373660038399,,,,,,,,,,,,,Financial,Bank,24021750504,True
"Shore United Bank, National Association",financial,bank,38.62518098607,-76.909598967484,,,,,,,,,,,,,Financial,Bank,24017850901,True
Manufacturers and Traders Trust Company,financial,bank,39.6302379216042,-78.7490818841203,,,,,,,,,,,,,Financial,Bank,24001000700,True
Truist Bank,financial,bank,39.1492410000177,-77.2073599590023,,,,,,,,,,,,,Financial,Bank,24031700713,True
Manufacturers and Traders Trust Company,financial,bank,39.216404980615,-76.6154489836727,,,,,,,,,,,,,Financial,Bank,24003750204,True
Manufacturers and Traders Trust Company,financial,bank,39.2856949890432,-76.5938799998694,,,,,,,,,,,,,Financial,Bank,24510030100,True
Manufacturers and Traders Trust Company,financial,bank,39.3186359942512,-76.6022759846422,,,,,,,,,,,,,Financial,Bank,24510090800,True
Manufacturers and Traders Trust Company,financial,bank,39.6335899874724,-77.7025629662455,,,,,,,,,,,,,Financial,Bank,24043000601,True
Manufacturers and Traders Trust Company,financial,bank,39.6245159905518,-77.7697900206641,,,,,,,,,,,,,Financial,Bank,24043000900,True
Manufacturers and Traders Trust Company,financial,bank,39.6245159905518,-77.7697900206641,,,,,,,,,,,,,Financial,Bank,24043000900,True
Manufacturers and Traders Trust Company,financial,bank,39.3113890007657,-76.467309992978,,,,,,,,,,,,,Financial,Bank,24005450501,True
Manufacturers and Traders Trust Company,financial,bank,39.4327779856663,-76.3244090212157,,,,,,,,,,,,,Financial,Bank,24025301302,True
Truist Bank,financial,bank,39.4268070112107,-77.4314330413153,,,,,,,,,,,,,Financial,Bank,24021750504,True
Truist Bank,financial,bank,39.4185890161519,-77.4574399913929,,,,,,,,,,,,,Financial,Bank,24021750506,True
Manufacturers and Traders Trust Company,financial,bank,39.4182340006429,-77.4548199760983,,,,,,,,,,,,,Financial,Bank,24021750506,True
Manufacturers and Traders Trust Company,financial,bank,39.3574410550065,-76.7042403620349,,,,,,,,,,,,,Financial,Bank,24510280101,True
"Capital One, National Association",financial,bank,39.1518330197557,-77.2107169950431,,,,,,,,,,,,,Financial,Bank,24031700713,True
Truist Bank,financial,bank,39.4336600133375,-76.3201350049675,,,,,,,,,,,,,Financial,Bank,24025301302,True
"Capital One, National Association",financial,bank,39.3565549478076,-76.7030421328811,,,,,,,,,,,,,Financial,Bank,24510280101,True
"Capital One, National Association",financial,bank,39.3172210032666,-76.6546760390767,,,,,,,,,,,,,Financial,Bank,24510150500,True
"PNC Bank, National Association",financial,bank,39.1506989901656,-77.2068540273266,,,,,,,,,,,,,Financial,Bank,24031700713,True
"PNC Bank, National Association",financial,bank,39.0484549426699,-76.9483604919856,,,,,,,,,,,,,Financial,Bank,24033807410,True
"PNC Bank, National Association",financial,bank,39.4191179980613,-77.4521990387944,,,,,,,,,,,,,Financial,Bank,24021750508,True
Truist Bank,financial,bank,39.3449588197067,-76.7005420066323,,,,,,,,,,,,,Financial,Bank,24510280102,True
"Bank of America, National Association",financial,bank,38.9904159209646,-76.9878629767279,,,,,,,,,,,,,Financial,Bank,24033805601,True
"Bank of America, National Association",financial,bank,38.960684639849,-76.919440914374,,,,,,,,,,,,,Financial,Bank,24033806602,True
"Bank of America, National Association",financial,bank,39.416789002445,-77.4448170128487,,,,,,,,,,,,,Financial,Bank,24021750505,True
"Bank of America, National Association",financial,bank,39.3172210032666,-76.6546760390767,,,,,,,,,,,,,Financial,Bank,24510150500,True
"Bank of America, National Association",financial,bank,38.839155844804,-76.948040973837,,,,,,,,,,,,,Financial,Bank,24033801802,True
"PNC Bank, National Association",financial,bank,39.3468193244223,-76.6888936899438,,,,,,,,,,,,,Financial,Bank,24510271801,True
Truist Bank,financial,bank,39.3106590208182,-76.6603599752581,,,,,,,,,,,,,Financial,Bank,24510150600,True
"Wells Fargo Bank, National Association",financial,bank,38.8547476096334,-76.9060586192208,,,,,,,,,,,,,Financial,Bank,24033802407,True
"Wells Fargo Bank, National Association",financial,bank,39.3091900084676,-76.6711260269727,,,,,,,,,,,,,Financial,Bank,24510150600,True
"Wells Fargo Bank, National Association",financial,bank,38.9484129887765,-76.4883970173487,,,,,,,,,,,,,Financial,Bank,24003706303,True
"JPMorgan Chase Bank, National Association",financial,bank,39.2500728314956,-76.6228815102258,,,,,,,,,,,,,Financial,Bank,24510250207,True
"JPMorgan Chase Bank, National Association",financial,bank,39.3190450556191,-76.6552444179525,,,,,,,,,,,,,Financial,Bank,24510150500,True
"JPMorgan Chase Bank, National Association",financial,bank,38.948761005396,-76.489005962614,,,,,,,,,,,,,Financial,Bank,24003706303,True
"Wells Fargo Bank, National Association",financial,bank,39.3127019839886,-76.658292997935,,,,,,,,,,,,,Financial,Bank,24510150400,True
"Wells Fargo Bank, National Association",financial,bank,38.9907720680306,-76.9814498149703,,,,,,,,,,,,,Financial,Bank,24033805602,True
FIVE STAR OF MARYLAND,financial,credit_union,39.214445,-76.570677,False,False,False,False,False,False,False,True,False,True,False,,Financial,Credit Union,24510250500,True
ABERDEEN PROVING GROUND,financial,credit_union,39.432056,-76.334846,True,False,True,True,True,True,True,True,False,True,False,,Financial,Credit Union,24025301302,True
"STATE EMPLOYEES CU OF MARYLAND, INC",financial,credit_union,39.301355,-76.622011,False,False,False,False,True,True,False,False,False,True,False,,Financial,Credit Union,24510170200,True
MUNICIPAL EMPL.CREDIT UNION OF BALT,financial,credit_union,39.343198,-76.707015,False,True,True,False,True,True,False,True,False,True,False,,Financial,Credit Union,24510280102,True
NYMEO,financial,credit_union,39.417744,-77.445358,False,False,True,True,True,True,False,True,False,True,False,,Financial,Credit Union,24021750504,True
"STATE EMPLOYEES CU OF MARYLAND, INC",financial,credit_union,39.619989,-77.771149,False,False,False,False,True,True,False,False,False,True,False,,Financial,Credit Union,24043000900,True
CHESSIE,financial,credit_union,39.632011,-78.765404,False,False,False,False,False,False,False,True,False,True,False,,Financial,Credit Union,24001000800,True
CHESSIE,financial,credit_union,39.628567,-78.766538,False,False,False,False,False,False,False,True,False,True,False,,Financial,Credit Union,24001000800,True
Jade Niemiec,childcare,family_child_care,39.63559039,-78.75187692,,,,,,,,,,,,1.0,Childcare,Family Child Care,24001000700,True
HRDC Cumberland St. Head Start,childcare,child_care_center,39.629407,-78.76594,,,,,,,,,,,,3.0,Childcare,Child Care Center,24001000800,True
Taryn Gordon,childcare,large_family_child_care,39.63613581,-78.75881122,,,,,,,,,,,,3.0,Childcare,Large Family Child Care,24001000700,True
Nikki Wigger,childcare,family_child_care,39.6385294,-78.75476696,,,,,,,,,,,,3.0,Childcare,Family Child Care,24001000700,True
HRDC Seymour Street Head Start & Early Head Start,childcare,child_care_center,39.63460168,-78.75996752,,,,,,,,,,,,3.0,Childcare,Child Care Center,24001000700,True
Pamela Shaw,childcare,large_family_child_care,39.63484754,-78.75563743,,,,,,,,,,,,4.0,Childcare,Large Family Child Care,24001000700,True
Pamela Gragg,childcare,family_child_care,39.63502428,-78.75557494,,,,,,,,,,,,1.0,Childcare,Family Child Care,24001000700,True
HRDC Bel Air Head Start,childcare,child_care_center,39.629407,-78.76594,,,,,,,,,,,,3.0,Childcare,Child Care Center,24001000800,True
South Penn Elementary,childcare,public_prekindergarten,39.635544,-78.75784,,,,,,,,,,,,5.0,Childcare,Public Prekindergarten,24001000700,True
Carla Norris,childcare,family_child_care,39.62992462,-78.76956482,,,,,,,,,,,,1.0,Childcare,Family Child Care,24001000800,True
Caitlin Rodenhauser,childcare,family_child_care,39.63824633,-78.76401476,,,,,,,,,,,,1.0,Childcare,Family Child Care,24001000800,True
Shannon Jackson,childcare,family_child_care,39.63423234,-78.74816058,,,,,,,,,,,,3.0,Childcare,Family Child Care,24001000700,True
Tammy Merrill,childcare,large_family_child_care,39.63209103,-78.76649144,,,,,,,,,,,,4.0,Childcare,Large Family Child Care,24001000800,True
Regina Smith,childcare,family_child_care,39.21486177,-76.63779259,,,,,,,,,,,,1.0,Childcare,Family Child Care,24003750201,True
Little Smiles with Big Dreams Learning Center,childcare,child_care_center,39.21979155,-76.61389239,,,,,,,,,,,,4.0,Childcare,Child Care Center,24003750101,True
Y Head Start Anne Arundel @ Lloyd Keaser,childcare,child_care_center,39.21980286,-76.6350531,,,,,,,,,,,,3.0,Childcare,Child Care Center,24003750201,True
Belle Grove Elementary Child Enrichment Center,childcare,school-age_only,39.22962267,-76.61968893,,,,,,,,,,,,1.0,Childcare,School-Age Only,24003750102,True
Park Elementary Child Enrichment Center,childcare,school-age_only,39.22379503,-76.61154365,,,,,,,,,,,,1.0,Childcare,School-Age Only,24003750101,True
Brooklyn Park Elementary SACC,childcare,school-age_only,39.22161026,-76.61707953,,,,,,,,,,,,3.0,Childcare,School-Age Only,24003750204,True
Mindy Johnson,childcare,family_child_care,39.20831271,-76.63925921,,,,,,,,,,,,1.0,Childcare,Family Child Care,24003750201,True
Kimberly Carpenter,childcare,family_child_care,38.97180025,-76.52428651,,,,,,,,,,,,0.0,Childcare,Family Child Care,24003702500,True
Fredericka Dowell,childcare,family_child_care,38.95953386,-76.4912065,,,,,,,,,,,,1.0,Childcare,Family Child Care,24003706404,True
Marcia DeJesus,childcare,family_child_care,38.96652015,-76.51915936,,,,,,,,,,,,1.0,Childcare,Family Child Care,24003702500,True
Kneseth Israel NS,childcare,loc,38.96480634,-76.51273856,,,,,,,,,,,,0.0,Childcare,Loc,24003706403,True
Belle Grove Elementary,childcare,public_prekindergarten,39.22962267,-76.61968893,,,,,,,,,,,,5.0,Childcare,Public Prekindergarten,24003750102,True
Emma Franklin,childcare,family_child_care,38.97130215,-76.52684124,,,,,,,,,,,,0.0,Childcare,Family Child Care,24003702500,True
Brooklyn Park Elementary,childcare,public_prekindergarten,39.221573,-76.6172,,,,,,,,,,,,5.0,Childcare,Public Prekindergarten,24003750204,True
Park Elementary,childcare,public_prekindergarten,39.22419,-76.61671,,,,,,,,,,,,5.0,Childcare,Public Prekindergarten,24003750204,True
Georgetown East Elementary,childcare,public_prekindergarten,38.95390308,-76.49103909,,,,,,,,,,,,5.0,Childcare,Public Prekindergarten,24003706303,True
Tyler Heights Elementary,childcare,public_prekindergarten,38.955616,-76.50084,,,,,,,,,,,,5.0,Childcare,Public Prekindergarten,24003706404,True
Jovan Brown,childcare,family_child_care,38.97173264,-76.52453702,,,,,,,,,,,,1.0,Childcare,Family Child Care,24003702500,True
Janique Trenee Spence-Smith,childcare,family_child_care,38.96908394,-76.52534504,,,,,,,,,,,,3.0,Childcare,Family Child Care,24003702500,True
Tammy Boyd,childcare,family_child_care,39.20791369,-76.63005332,,,,,,,,,,,,1.0,Childcare,Family Child Care,24003750201,True
Primrose of Annapolis,childcare,child_care_center,38.96597975,-76.51092573,,,,,,,,,,,,0.0,Childcare,Child Care Center,24003706403,True
Leslie Pinkney,childcare,family_child_care,38.97622358,-76.53166226,,,,,,,,,,,,1.0,Childcare,Family Child Care,24003702500,True
Kutina Street,childcare,family_child_care,39.23314636,-76.61823018,,,,,,,,,,,,3.0,Childcare,Family Child Care,24003750102,True
Sharon Johnson-Stewart,childcare,family_child_care,39.33811,-76.599556,,,,,,,,,,,,0.0,Childcare,Family Child Care,24510090100,True
Robyn Bailey,childcare,family_child_care,39.33140012,-76.65475361,,,,,,,,,,,,0.0,Childcare,Family Child Care,24510151200,True
Denise McNeal,childcare,family_child_care,39.25267234,-76.61886742,,,,,,,,,,,,1.0,Childcare,Family Child Care,24510250207,True
Union Baptist Harvey Johnson,childcare,child_care_center,39.30137478,-76.62765524,,,,,,,,,,,,5.0,Childcare,Child Care Center,24510170200,True
Yulanda Jonas,childcare,family_child_care,39.33864215,-76.58978734,,,,,,,,,,,,1.0,Childcare,Family Child Care,24510090200,True
Kiddie Korral Learning Center,childcare,child_care_center,39.32227405,-76.65551574,,,,,,,,,,,,3.0,Childcare,Child Care Center,24510150500,True
Doris Adams,childcare,family_child_care,39.33410488,-76.59920547,,,,,,,,,,,,0.0,Childcare,Family Child Care,24510090100,True
Susan Thomas,childcare,family_child_care,39.3114696,-76.60938428,,,,,,,,,,,,1.0,Childcare,Family Child Care,24510090800,True
Gloria Cox,childcare,family_child_care,39.33358911,-76.65796628,,,,,,,,,,,,1.0,Childcare,Family Child Care,24510151200,True
Joslyn Dorsey,childcare,family_child_care,39.32960513,-76.65918732,,,,,,,,,,,,1.0,Childcare,Family Child Care,24510151200,True
Miriam Garner,childcare,family_child_care,39.31235042,-76.66802096,,,,,,,,,,,,2.0,Childcare,Family Child Care,24510150702,True
Dorothy I. Height Elementary,childcare,public_prekindergarten,39.311024,-76.632835,,,,,,,,,,,,4.0,Childcare,Public Prekindergarten,24510130200,True
Jonetta Woods,childcare,family_child_care,39.32768346,-76.66102078,,,,,,,,,,,,1.0,Childcare,Family Child Care,24510151200,True
India Brown,childcare,large_family_child_care,39.33003823,-76.67230378,,,,,,,,,,,,1.0,Childcare,Large Family Child Care,24510151100,True
Toshiko Riggins,childcare,family_child_care,39.3338969,-76.69614998,,,,,,,,,,,,1.0,Childcare,Family Child Care,24510280102,True
St. Vincent de Paul Early Head Start,childcare,child_care_center,39.33916618,-76.66420907,,,,,,,,,,,,1.0,Childcare,Child Care Center,24510151300,True
Y Head Start Baltimore City @ E. Fayette Street,childcare,child_care_center,39.29184204,-76.60247665,,,,,,,,,,,,3.0,Childcare,Child Care Center,24510280500,True
Creative Kids,childcare,child_care_center,39.24963422,-76.62366858,,,,,,,,,,,,1.0,Childcare,Child Care Center,24510250203,True
Catina Atkinson,childcare,family_child_care,39.32945285,-76.66752894,,,,,,,,,,,,0.0,Childcare,Family Child Care,24510151100,True
LIGHT Rock Child Care Center at the New Shiloh Village,childcare,child_care_center,39.31304636,-76.64844841,,,,,,,,,,,,3.0,Childcare,Child Care Center,24510150400,True
